"","station","pdid","preyspeciescommon","preyspecieslatin","length_mm_pd","weight_kg_pd","year","date","count","biomass_kg","season","lat","long","bottomwatertemp_c","stratumarea_km2","pyamtw","pyamtn","area"
"11975","NM20100401113",5,"fish scales","fish scales",140,0.018,2010,"23-Apr-10",125,3.949,"Spring",36.47781668,-75.83118331,10.62,149.5082,0.004,0,"Coast"
"11976","NM20100401113",5,"unidentified mysid","Mysidae",140,0.018,2010,"23-Apr-10",125,3.949,"Spring",36.47781668,-75.83118331,10.62,149.5082,0.028,8,"Coast"
"11977","NM20100401114",1,"unidentified fish","Actinopterygii",145,0.024,2010,"23-Apr-10",3,0.07,"Spring",35.93235003,-75.52309999,9.27,380.3743,0.021,0,"Coast"
"11978","NM20100401114",2,"unidentified material","unidentified material",140,0.026,2010,"23-Apr-10",3,0.07,"Spring",35.93235003,-75.52309999,9.27,380.3743,0.014,0,"Coast"
"11979","NM20100401114",2,"unidentified mysid","Mysidae",140,0.026,2010,"23-Apr-10",3,0.07,"Spring",35.93235003,-75.52309999,9.27,380.3743,0.002,2,"Coast"
"11980","NM20100401114",3,"no catch","no catch",135,0.02,2010,"23-Apr-10",3,0.07,"Spring",35.93235003,-75.52309999,9.27,380.3743,0,0,"Coast"
"11981","NM20100401116",1,"no catch","no catch",190,0.056,2010,"23-Apr-10",19,1.072,"Spring",36.16900001,-75.71851667,9.89,380.3743,0,0,"Coast"
"11982","NM20100401116",2,"unidentified fish","Actinopterygii",205,0.076,2010,"23-Apr-10",19,1.072,"Spring",36.16900001,-75.71851667,9.89,380.3743,0.003,0,"Coast"
"11983","NM20100401116",4,"unidentified material","unidentified material",195,0.074,2010,"23-Apr-10",19,1.072,"Spring",36.16900001,-75.71851667,9.89,380.3743,0.025,0,"Coast"
"11984","NM20100401117",2,"no catch","no catch",190,0.052,2010,"23-Apr-10",3,0.146,"Spring",36.40473334,-75.79663334,10.32,380.3743,0,0,"Coast"
"11985","NM20100401118",2,"sand shrimp","Crangon septemspinosa",180,0.036,2010,"23-Apr-10",3,0.15,"Spring",36.44311666,-75.79520003,9.97,380.3743,0.13,2,"Coast"
"11986","NM20100401122",1,"unidentified fish","Actinopterygii",180,0.044,2010,"22-Apr-10",1,0.044,"Spring",35.46971668,-75.44514999,12.6,345.8401,0.01,1,"Coast"
"11987","NM20100401123",1,"no catch","no catch",180,0.04,2010,"22-Apr-10",6203,345.2800063,"Spring",35.74983336,-75.47016665,11.56,345.8401,0,0,"Coast"
"11988","NM20100401123",3,"no catch","no catch",150,0.02,2010,"22-Apr-10",6203,345.2800063,"Spring",35.74983336,-75.47016665,11.56,345.8401,0,0,"Coast"
"11989","NM20100401123",4,"unidentified material","unidentified material",175,0.04,2010,"22-Apr-10",6203,345.2800063,"Spring",35.74983336,-75.47016665,11.56,345.8401,0.009,0,"Coast"
"11990","NM20100401123",7,"no catch","no catch",225,0.085,2010,"22-Apr-10",6203,345.2800063,"Spring",35.74983336,-75.47016665,11.56,345.8401,0,0,"Coast"
"11991","NM20100401123",8,"no catch","no catch",235,0.115,2010,"22-Apr-10",6203,345.2800063,"Spring",35.74983336,-75.47016665,11.56,345.8401,0,0,"Coast"
"11992","NM20100901001",1,"bay anchovy","Anchoa mitchilli",145,0.03,2010,"23-Sep-10",39,11.382,"Fall",41.007,-71.925,18.11,110.7479,1.612,2,"Coast"
"11993","NM20100901001",2,"unidentified hydroid","Cnidaria",330,0.354,2010,"23-Sep-10",39,11.382,"Fall",41.007,-71.925,18.11,110.7479,0.003,0,"Coast"
"11994","NM20100901001",2,"unidentified material","unidentified material",330,0.354,2010,"23-Sep-10",39,11.382,"Fall",41.007,-71.925,18.11,110.7479,0.525,0,"Coast"
"11995","NM20100901001",3,"bay anchovy","Anchoa mitchilli",290,0.228,2010,"23-Sep-10",39,11.382,"Fall",41.007,-71.925,18.11,110.7479,1.666,7,"Coast"
"11996","NM20100901001",3,"sand shrimp","Crangon septemspinosa",290,0.228,2010,"23-Sep-10",39,11.382,"Fall",41.007,-71.925,18.11,110.7479,0.025,1,"Coast"
"11997","NM20100901001",4,"bay anchovy","Anchoa mitchilli",310,0.288,2010,"23-Sep-10",39,11.382,"Fall",41.007,-71.925,18.11,110.7479,2.954,3,"Coast"
"11998","NM20100901001",5,"bay anchovy","Anchoa mitchilli",285,0.232,2010,"23-Sep-10",39,11.382,"Fall",41.007,-71.925,18.11,110.7479,0.168,0,"Coast"
"11999","NM20100901001",5,"sand shrimp","Crangon septemspinosa",285,0.232,2010,"23-Sep-10",39,11.382,"Fall",41.007,-71.925,18.11,110.7479,0.112,12,"Coast"
"12000","NM20100901001",6,"bay anchovy","Anchoa mitchilli",300,0.26,2010,"23-Sep-10",39,11.382,"Fall",41.007,-71.925,18.11,110.7479,2.115,4,"Coast"
"12001","NM20100901001",6,"unidentified material","unidentified material",300,0.26,2010,"23-Sep-10",39,11.382,"Fall",41.007,-71.925,18.11,110.7479,0.108,0,"Coast"
"12002","NM20100901002",1,"no catch","no catch",310,0.306,2010,"23-Sep-10",5,0.902,"Fall",41.0496,-71.85958335,18.8,110.7479,0,0,"Coast"
"12003","NM20100901002",2,"bay anchovy","Anchoa mitchilli",285,0.228,2010,"23-Sep-10",5,0.902,"Fall",41.0496,-71.85958335,18.8,110.7479,0.963,2,"Coast"
"12004","NM20100901002",2,"unidentified fish","Actinopterygii",285,0.228,2010,"23-Sep-10",5,0.902,"Fall",41.0496,-71.85958335,18.8,110.7479,1.222,1,"Coast"
"12005","NM20100901002",3,"berg-salmon gill worm","Lernaeenicus radiatus",295,0.282,2010,"23-Sep-10",5,0.902,"Fall",41.0496,-71.85958335,18.8,110.7479,0.013,2,"Coast"
"12006","NM20100901002",3,"unidentified fish","Actinopterygii",295,0.282,2010,"23-Sep-10",5,0.902,"Fall",41.0496,-71.85958335,18.8,110.7479,0.157,0,"Coast"
"12007","NM20100901002",4,"unidentified material","unidentified material",180,0.052,2010,"23-Sep-10",5,0.902,"Fall",41.0496,-71.85958335,18.8,110.7479,0.014,0,"Coast"
"12008","NM20100901002",5,"bay anchovy","Anchoa mitchilli",145,0.034,2010,"23-Sep-10",5,0.902,"Fall",41.0496,-71.85958335,18.8,110.7479,0.342,1,"Coast"
"12009","NM20100901003",10,"common anchovies","Anchoa spp.",335,0.438,2010,"06-Oct-10",69,7.503,"Fall",40.96404998,-72.11125,17.44,46.7103,0.591,1,"Coast"
"12010","NM20100901003",10,"sand lances","Ammodytes spp.",335,0.438,2010,"06-Oct-10",69,7.503,"Fall",40.96404998,-72.11125,17.44,46.7103,19.531,7,"Coast"
"12011","NM20100901003",2,"mysid","Neomysis americana",160,0.044,2010,"06-Oct-10",69,7.503,"Fall",40.96404998,-72.11125,17.44,46.7103,0.118,26,"Coast"
"12012","NM20100901003",2,"sand shrimp","Crangon septemspinosa",160,0.044,2010,"06-Oct-10",69,7.503,"Fall",40.96404998,-72.11125,17.44,46.7103,0.075,3,"Coast"
"12013","NM20100901003",9,"crustacean parts","Crustacea (parts)",320,0.252,2010,"06-Oct-10",69,7.503,"Fall",40.96404998,-72.11125,17.44,46.7103,0.179,0,"Coast"
"12014","NM20100901003",9,"unidentified fish","Actinopterygii",320,0.252,2010,"06-Oct-10",69,7.503,"Fall",40.96404998,-72.11125,17.44,46.7103,0.602,1,"Coast"
"12015","NM20100901003",9,"unidentified isopod","Isopoda spp.",320,0.252,2010,"06-Oct-10",69,7.503,"Fall",40.96404998,-72.11125,17.44,46.7103,0.026,1,"Coast"
"12016","NM20100901004",1,"sand lances","Ammodytes spp.",205,0.124,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.837,1,"Coast"
"12017","NM20100901004",1,"sand shrimp","Crangon septemspinosa",205,0.124,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.028,1,"Coast"
"12018","NM20100901004",2,"mysid","Neomysis americana",180,0.098,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.579,72,"Coast"
"12019","NM20100901004",2,"sand shrimp","Crangon septemspinosa",180,0.098,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.3,14,"Coast"
"12020","NM20100901004",2,"unidentified material","unidentified material",180,0.098,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.033,0,"Coast"
"12021","NM20100901004",3,"mysid","Neomysis americana",160,0.068,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.605,107,"Coast"
"12022","NM20100901004",3,"sand shrimp","Crangon septemspinosa",160,0.068,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.265,13,"Coast"
"12023","NM20100901004",4,"mysid","Neomysis americana",165,0.08,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.014,6,"Coast"
"12024","NM20100901004",4,"sand shrimp","Crangon septemspinosa",165,0.08,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.255,7,"Coast"
"12025","NM20100901004",5,"amphipod (Gammarus spp.)","Gammarus spp.",165,0.088,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.003,1,"Coast"
"12026","NM20100901004",5,"crustacean parts","Crustacea (parts)",165,0.088,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.39,0,"Coast"
"12027","NM20100901004",5,"eastern tube crab","Polyonyx gibbesi",165,0.088,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.031,0,"Coast"
"12028","NM20100901004",5,"unidentified cumacean","Cumacea",165,0.088,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.005,1,"Coast"
"12029","NM20100901004",6,"sand lances","Ammodytes spp.",350,0.464,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,2.47,0,"Coast"
"12030","NM20100901004",6,"sand shrimp","Crangon septemspinosa",350,0.464,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.039,3,"Coast"
"12031","NM20100901004",7,"unidentified fish","Actinopterygii",300,0.338,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.858,0,"Coast"
"12032","NM20100901004",8,"sand lances","Ammodytes spp.",365,0.544,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,9.803,3,"Coast"
"12033","NM20100901004",8,"sand shrimp","Crangon septemspinosa",365,0.544,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.106,5,"Coast"
"12034","NM20100901004",9,"sand shrimp","Crangon septemspinosa",285,0.252,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.272,12,"Coast"
"12035","NM20100901004",9,"unidentified fish","Actinopterygii",285,0.252,2010,"06-Oct-10",80,14.66,"Fall",40.88868332,-72.30558332,17.56,46.7103,0.347,0,"Coast"
"12036","NM20100901005",1,"bay anchovy","Anchoa mitchilli",340,0.388,2010,"23-Sep-10",4,1.078,"Fall",40.95413335,-72.04975,16.64,110.9513,1.681,4,"Coast"
"12037","NM20100901005",2,"bay anchovy","Anchoa mitchilli",310,0.312,2010,"23-Sep-10",4,1.078,"Fall",40.95413335,-72.04975,16.64,110.9513,1.409,3,"Coast"
"12038","NM20100901005",2,"unidentified shrimp","Decapoda",310,0.312,2010,"23-Sep-10",4,1.078,"Fall",40.95413335,-72.04975,16.64,110.9513,0.033,2,"Coast"
"12039","NM20100901005",2,"unidentified squid","Teuthida",310,0.312,2010,"23-Sep-10",4,1.078,"Fall",40.95413335,-72.04975,16.64,110.9513,0.146,4,"Coast"
"12040","NM20100901005",3,"bay anchovy","Anchoa mitchilli",285,0.254,2010,"23-Sep-10",4,1.078,"Fall",40.95413335,-72.04975,16.64,110.9513,0.3469,1,"Coast"
"12041","NM20100901005",4,"bay anchovy","Anchoa mitchilli",240,0.124,2010,"23-Sep-10",4,1.078,"Fall",40.95413335,-72.04975,16.64,110.9513,0.3605,0,"Coast"
"12042","NM20100901007",1,"unidentified decapod (crabs, shrimp, lobsters)","Decapoda",185,0.108,2010,"06-Oct-10",2,0.212,"Fall",40.9431167,-72.12276667,17.65,110.9513,0.02,1,"Coast"
"12043","NM20100901007",1,"unidentified fish","Actinopterygii",185,0.108,2010,"06-Oct-10",2,0.212,"Fall",40.9431167,-72.12276667,17.65,110.9513,0.599,1,"Coast"
"12044","NM20100901007",2,"bay anchovy","Anchoa mitchilli",190,0.104,2010,"06-Oct-10",2,0.212,"Fall",40.9431167,-72.12276667,17.65,110.9513,0.204,1,"Coast"
"12045","NM20100901008",1,"crustacean parts","Crustacea (parts)",260,0.19,2010,"08-Oct-10",9,2.501,"Fall",40.64280001,-73.11828334,18.39,93.6983,0.016,3,"Coast"
"12046","NM20100901008",1,"sand lances","Ammodytes spp.",260,0.19,2010,"08-Oct-10",9,2.501,"Fall",40.64280001,-73.11828334,18.39,93.6983,0.765,0,"Coast"
"12047","NM20100901008",2,"unidentified fish","Actinopterygii",290,0.268,2010,"08-Oct-10",9,2.501,"Fall",40.64280001,-73.11828334,18.39,93.6983,3.66,0,"Coast"
"12048","NM20100901008",3,"unidentified fish","Actinopterygii",320,0.368,2010,"08-Oct-10",9,2.501,"Fall",40.64280001,-73.11828334,18.39,93.6983,0.029,1,"Coast"
"12049","NM20100901008",4,"unidentified fish","Actinopterygii",250,0.26,2010,"08-Oct-10",9,2.501,"Fall",40.64280001,-73.11828334,18.39,93.6983,1.444,1,"Coast"
"12050","NM20100901008",5,"bay anchovy","Anchoa mitchilli",320,0.42,2010,"08-Oct-10",9,2.501,"Fall",40.64280001,-73.11828334,18.39,93.6983,1.909,2,"Coast"
"12051","NM20100901008",5,"striped anchovy","Anchoa hepsetus",320,0.42,2010,"08-Oct-10",9,2.501,"Fall",40.64280001,-73.11828334,18.39,93.6983,2.224,1,"Coast"
"12052","NM20100901008",5,"unidentified fish","Actinopterygii",320,0.42,2010,"08-Oct-10",9,2.501,"Fall",40.64280001,-73.11828334,18.39,93.6983,5.101,1,"Coast"
"12053","NM20100901009",1,"bay anchovy","Anchoa mitchilli",170,0.06,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,0.914,1,"Coast"
"12054","NM20100901009",10,"sand lances","Ammodytes spp.",320,0.33,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,1.463,0,"Coast"
"12055","NM20100901009",2,"codlings","Urophycis spp.",180,0.06,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,0.027,1,"Coast"
"12056","NM20100901009",2,"sand shrimp","Crangon septemspinosa",180,0.06,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,0.07,5,"Coast"
"12057","NM20100901009",3,"bay anchovy","Anchoa mitchilli",210,0.08,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,0.388,0,"Coast"
"12058","NM20100901009",3,"sand shrimp","Crangon septemspinosa",210,0.08,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,0.091,3,"Coast"
"12059","NM20100901009",4,"sand shrimp","Crangon septemspinosa",165,0.065,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,0.34,10,"Coast"
"12060","NM20100901009",5,"bay anchovy","Anchoa mitchilli",195,0.06,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,0.337,0,"Coast"
"12061","NM20100901009",6,"bay anchovy","Anchoa mitchilli",335,0.395,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,1.482,2,"Coast"
"12062","NM20100901009",6,"sand lances","Ammodytes spp.",335,0.395,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,9.366,0,"Coast"
"12063","NM20100901009",7,"bay anchovy","Anchoa mitchilli",335,0.445,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,2.771,6,"Coast"
"12064","NM20100901009",7,"sand shrimp","Crangon septemspinosa",335,0.445,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,0.006,2,"Coast"
"12065","NM20100901009",8,"sand lances","Ammodytes spp.",345,0.445,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,3.977,0,"Coast"
"12066","NM20100901009",9,"sand lances","Ammodytes spp.",300,0.28,2010,"08-Oct-10",27,5.235,"Fall",40.62929999,-73.1439,18.16,93.6983,8.695,0,"Coast"
"12067","NM20100901012",1,"bay anchovy","Anchoa mitchilli",365,0.528,2010,"07-Oct-10",14,6.373,"Fall",40.77600002,-72.52510001,17.44,164.0061,2.297,3,"Coast"
"12068","NM20100901012",1,"unidentified squid","Teuthida",365,0.528,2010,"07-Oct-10",14,6.373,"Fall",40.77600002,-72.52510001,17.44,164.0061,0.18,1,"Coast"
"12069","NM20100901012",2,"sand lances","Ammodytes spp.",310,0.42,2010,"07-Oct-10",14,6.373,"Fall",40.77600002,-72.52510001,17.44,164.0061,2.747,2,"Coast"
"12070","NM20100901012",3,"unidentified fish","Actinopterygii",320,0.458,2010,"07-Oct-10",14,6.373,"Fall",40.77600002,-72.52510001,17.44,164.0061,2.118,0,"Coast"
"12071","NM20100901014",3,"unidentified material","unidentified material",155,0.046,2010,"09-Oct-10",10,0.586,"Fall",40.58953336,-73.44729999,17.89,93.8983,0.013,0,"Coast"
"12072","NM20100901014",4,"bay anchovy","Anchoa mitchilli",185,0.074,2010,"09-Oct-10",10,0.586,"Fall",40.58953336,-73.44729999,17.89,93.8983,2.587,2,"Coast"
"12073","NM20100901014",5,"bay anchovy","Anchoa mitchilli",185,0.066,2010,"09-Oct-10",10,0.586,"Fall",40.58953336,-73.44729999,17.89,93.8983,0.202,1,"Coast"
"12074","NM20100901014",5,"sand shrimp","Crangon septemspinosa",185,0.066,2010,"09-Oct-10",10,0.586,"Fall",40.58953336,-73.44729999,17.89,93.8983,0.06,1,"Coast"
"12075","NM20100901016",1,"unidentified fish","Actinopterygii",195,0.078,2010,"09-Oct-10",7,2.118,"Fall",40.54753335,-73.46881666,18.35,170.27,0.024,1,"Coast"
"12076","NM20100901016",2,"no catch","no catch",245,0.19,2010,"09-Oct-10",7,2.118,"Fall",40.54753335,-73.46881666,18.35,170.27,0,0,"Coast"
"12077","NM20100901016",3,"bay anchovy","Anchoa mitchilli",375,0.62,2010,"09-Oct-10",7,2.118,"Fall",40.54753335,-73.46881666,18.35,170.27,2.864,0,"Coast"
"12078","NM20100901016",4,"bay anchovy","Anchoa mitchilli",270,0.216,2010,"09-Oct-10",7,2.118,"Fall",40.54753335,-73.46881666,18.35,170.27,0.653,0,"Coast"
"12079","NM20100901016",5,"bay anchovy","Anchoa mitchilli",275,0.224,2010,"09-Oct-10",7,2.118,"Fall",40.54753335,-73.46881666,18.35,170.27,0.383,1,"Coast"
"12080","NM20100901016",6,"bay anchovy","Anchoa mitchilli",355,0.5,2010,"09-Oct-10",7,2.118,"Fall",40.54753335,-73.46881666,18.35,170.27,0.882,2,"Coast"
"12081","NM20100901016",7,"sand lances","Ammodytes spp.",295,0.29,2010,"09-Oct-10",7,2.118,"Fall",40.54753335,-73.46881666,18.35,170.27,1.764,0,"Coast"
"12082","NM20100901016",7,"sand shrimp","Crangon septemspinosa",295,0.29,2010,"09-Oct-10",7,2.118,"Fall",40.54753335,-73.46881666,18.35,170.27,0.176,1,"Coast"
"12083","NM20100901017",1,"unidentified fish","Actinopterygii",270,0.204,2010,"09-Oct-10",172,32.67599951,"Fall",40.55670001,-73.46776667,18.4,170.27,1.649,0,"Coast"
"12084","NM20100901017",2,"bay anchovy","Anchoa mitchilli",295,0.284,2010,"09-Oct-10",172,32.67599951,"Fall",40.55670001,-73.46776667,18.4,170.27,7.563,0,"Coast"
"12085","NM20100901017",3,"bay anchovy","Anchoa mitchilli",255,0.18,2010,"09-Oct-10",172,32.67599951,"Fall",40.55670001,-73.46776667,18.4,170.27,2.6,0,"Coast"
"12086","NM20100901017",3,"unidentified shrimp","Decapoda",255,0.18,2010,"09-Oct-10",172,32.67599951,"Fall",40.55670001,-73.46776667,18.4,170.27,0.035,2,"Coast"
"12087","NM20100901017",4,"bay anchovy","Anchoa mitchilli",280,0.26,2010,"09-Oct-10",172,32.67599951,"Fall",40.55670001,-73.46776667,18.4,170.27,0.372,0,"Coast"
"12088","NM20100901017",5,"bay anchovy","Anchoa mitchilli",230,0.146,2010,"09-Oct-10",172,32.67599951,"Fall",40.55670001,-73.46776667,18.4,170.27,3.834,10,"Coast"
"12089","NM20100901023",1,"bay anchovy","Anchoa mitchilli",150,0.03,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.225,1,"Coast"
"12090","NM20100901023",10,"calanoid copepod","calanoid copepod",260,0.17,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.007,24,"Coast"
"12091","NM20100901023",10,"mysid","Neomysis americana",260,0.17,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.878,102,"Coast"
"12092","NM20100901023",10,"unidentified fish","Actinopterygii",260,0.17,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.096,0,"Coast"
"12093","NM20100901023",13,"silver perch","Bairdiella chrysoura",270,0.235,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,20.6736,1,"Coast"
"12094","NM20100901023",3,"unidentified mysid","Mysidae",145,0.025,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.082,31,"Coast"
"12095","NM20100901023",4,"bay anchovy","Anchoa mitchilli",145,0.03,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.927,2,"Coast"
"12096","NM20100901023",4,"sand shrimp","Crangon septemspinosa",145,0.03,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.054,1,"Coast"
"12097","NM20100901023",5,"bay anchovy","Anchoa mitchilli",175,0.07,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.319,1,"Coast"
"12098","NM20100901023",5,"mysid","Neomysis americana",175,0.07,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.078,11,"Coast"
"12099","NM20100901023",7,"bay anchovy","Anchoa mitchilli",170,0.055,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.974,1,"Coast"
"12100","NM20100901023",7,"mysid","Neomysis americana",170,0.055,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.007,4,"Coast"
"12101","NM20100901023",8,"unidentified mysid","Mysidae",165,0.05,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.099,3,"Coast"
"12102","NM20100901023",9,"mysid","Neomysis americana",175,0.06,2010,"10-Oct-10",200,27.005,"Fall",39.70205002,-74.09653333,18.44,118.691,0.294,72,"Coast"
"12103","NM20100901027",1,"unidentified clam","Bivalvia",260,0.21,2010,"10-Oct-10",13,2.085,"Fall",39.68196665,-74.06936667,18.77,249.0052,0.147,1,"Coast"
"12104","NM20100901027",1,"unidentified fish","Actinopterygii",260,0.21,2010,"10-Oct-10",13,2.085,"Fall",39.68196665,-74.06936667,18.77,249.0052,0.078,1,"Coast"
"12105","NM20100901027",3,"bay anchovy","Anchoa mitchilli",230,0.155,2010,"10-Oct-10",13,2.085,"Fall",39.68196665,-74.06936667,18.77,249.0052,0.226,1,"Coast"
"12106","NM20100901028",1,"mysid","Neomysis americana",100,0.012,2010,"11-Oct-10",2341,154.3819968,"Fall",39.202,-74.62973334,18.58,293.8968,0.176,104,"Coast"
"12107","NM20100901028",10,"mysid","Neomysis americana",160,0.04,2010,"11-Oct-10",2341,154.3819968,"Fall",39.202,-74.62973334,18.58,293.8968,0.2487,68,"Coast"
"12108","NM20100901028",4,"larval fish","Actinopterygii (larval)",80,0.011,2010,"11-Oct-10",2341,154.3819968,"Fall",39.202,-74.62973334,18.58,293.8968,0.016,1,"Coast"
"12109","NM20100901028",4,"mysid","Neomysis americana",80,0.011,2010,"11-Oct-10",2341,154.3819968,"Fall",39.202,-74.62973334,18.58,293.8968,0.17,66,"Coast"
"12110","NM20100901028",5,"mysid","Neomysis americana",75,0.009,2010,"11-Oct-10",2341,154.3819968,"Fall",39.202,-74.62973334,18.58,293.8968,0.131,38,"Coast"
"12111","NM20100901028",6,"mysid","Neomysis americana",160,0.048,2010,"11-Oct-10",2341,154.3819968,"Fall",39.202,-74.62973334,18.58,293.8968,0.171,81,"Coast"
"12112","NM20100901028",7,"mysid","Neomysis americana",175,0.056,2010,"11-Oct-10",2341,154.3819968,"Fall",39.202,-74.62973334,18.58,293.8968,0.38,79,"Coast"
"12113","NM20100901028",8,"mysid","Neomysis americana",170,0.054,2010,"11-Oct-10",2341,154.3819968,"Fall",39.202,-74.62973334,18.58,293.8968,0.144,32,"Coast"
"12114","NM20100901028",9,"unidentified mysid","Mysidae",155,0.034,2010,"11-Oct-10",2341,154.3819968,"Fall",39.202,-74.62973334,18.58,293.8968,0.0477,13,"Coast"
"12115","NM20100901029",1,"mysid","Neomysis americana",100,0.014,2010,"11-Oct-10",638,37.04500006,"Fall",39.28546667,-74.49636666,18.83,293.8968,0.179,61,"Coast"
"12116","NM20100901029",10,"mysid","Neomysis americana",165,0.048,2010,"11-Oct-10",638,37.04500006,"Fall",39.28546667,-74.49636666,18.83,293.8968,0.063,39,"Coast"
"12117","NM20100901029",11,"unidentified fish","Actinopterygii",310,0.292,2010,"11-Oct-10",638,37.04500006,"Fall",39.28546667,-74.49636666,18.83,293.8968,0.588,1,"Coast"
"12118","NM20100901029",12,"mantis shrimp (Nannosquilla grayi)","Nannosquilla grayi)",275,0.198,2010,"11-Oct-10",638,37.04500006,"Fall",39.28546667,-74.49636666,18.83,293.8968,0.6583,1,"Coast"
"12119","NM20100901029",13,"fish scales","fish scales",270,0.186,2010,"11-Oct-10",638,37.04500006,"Fall",39.28546667,-74.49636666,18.83,293.8968,0.0276,0,"Coast"
"12120","NM20100901029",2,"mysid","Neomysis americana",90,0.01,2010,"11-Oct-10",638,37.04500006,"Fall",39.28546667,-74.49636666,18.83,293.8968,0.046,33,"Coast"
"12121","NM20100901029",3,"mysid","Neomysis americana",115,0.012,2010,"11-Oct-10",638,37.04500006,"Fall",39.28546667,-74.49636666,18.83,293.8968,0.199,77,"Coast"
"12122","NM20100901029",4,"mysid","Neomysis americana",120,0.014,2010,"11-Oct-10",638,37.04500006,"Fall",39.28546667,-74.49636666,18.83,293.8968,0.203,79,"Coast"
"12123","NM20100901029",5,"mysid","Neomysis americana",95,0.008,2010,"11-Oct-10",638,37.04500006,"Fall",39.28546667,-74.49636666,18.83,293.8968,0.008,5,"Coast"
"12124","NM20100901029",6,"mysid","Neomysis americana",190,0.066,2010,"11-Oct-10",638,37.04500006,"Fall",39.28546667,-74.49636666,18.83,293.8968,0.096,24,"Coast"
"12125","NM20100901029",6,"sand shrimp","Crangon septemspinosa",190,0.066,2010,"11-Oct-10",638,37.04500006,"Fall",39.28546667,-74.49636666,18.83,293.8968,0.012,1,"Coast"
